yearID,teamID,name,lgID,divID,G,GHome,W,L,Rank,park,attendance,BPF,PPF
1940,SLN,St. Louis Cardinals,NL,,156,77,84,69,3,Sportsman's Park IV,324078,106,103
1940,WS1,Washington Senators,AL,,154,77,64,90,7,Griffith Stadium I,381241,93,95
1941,BOS,Boston Red Sox,AL,,155,77,84,70,2,Fenway Park II,718497,103,101
1941,BRO,Brooklyn Dodgers,NL,,157,79,100,54,1,Ebbets Field,1214910,106,102
1941,BSN,Boston Braves,NL,,156,76,62,92,7,Braves Field,263680,94,97
1941,CHA,Chicago White Sox,AL,,156,79,77,77,3,Comiskey Park,677077,99,99
1941,CHN,Chicago Cubs,NL,,155,77,70,84,6,Wrigley Field,545159,96,96
1941,CIN,Cincinnati Reds,NL,,154,79,88,66,3,Crosley Field,643513,101,99
1941,CLE,Cleveland Indians,AL,,155,77,75,79,4,League Park II/Cleveland Stadium,745948,95,95
1941,DET,Detroit Tigers,AL,,155,77,75,79,4,Briggs Stadium,684915,110,110
1941,NY1,New York Giants,NL,,156,78,74,79,5,Polo Grounds IV,763098,103,102
1941,NYA,New York Yankees,AL,,156,78,101,53,1,Yankee Stadium I,964722,99,95
1941,PHA,Philadelphia Athletics,AL,,154,77,64,90,8,Shibe Park,528894,98,101
1941,PHI,Philadelphia Phillies,NL,,155,76,43,111,8,Shibe Park,231401,95,101
1941,PIT,Pittsburgh Pirates,NL,,156,78,81,73,4,Forbes Field,482241,100,100
1941,SLA,St. Louis Browns,AL,,157,79,70,84,6,Sportsman's Park IV,176240,104,104
1941,SLN,St. Louis Cardinals,NL,,155,79,97,56,2,Sportsman's Park IV,633645,107,104
1941,WS1,Washington Senators,AL,,156,78,70,84,6,Griffith Stadium I,415663,95,97
1942,BOS,Boston Red Sox,AL,,152,77,93,59,2,Fenway Park II,730340,104,102
1942,BRO,Brooklyn Dodgers,NL,,155,79,104,50,2,Ebbets Field,1037765,103,99
1942,BSN,Boston Braves,NL,,150,71,59,89,7,Braves Field,285332,97,100
1942,CHA,Chicago White Sox,AL,,148,70,66,82,6,Comiskey Park,425734,97,98
1942,CHN,Chicago Cubs,NL,,155,78,68,86,6,Wrigley Field,590972,96,96
1942,CIN,Cincinnati Reds,NL,,154,77,76,76,4,Crosley Field,427031,100,99
1942,CLE,Cleveland Indians,AL,,156,80,75,79,4,League Park II/Cleveland Stadium,459447,94,94
1942,DET,Detroit Tigers,AL,,156,77,73,81,5,Briggs Stadium,580087,108,108
1942,NY1,New York Giants,NL,,154,79,85,67,3,Polo Grounds IV,779621,101,102
1942,NYA,New York Yankees,AL,,154,77,103,51,1,Yankee Stadium I,922011,98,94
1942,PHA,Philadelphia Athletics,AL,,154,76,55,99,8,Shibe Park,423487,100,104
1942,PHI,Philadelphia Phillies,NL,,151,74,42,109,8,Shibe Park,230183,94,99
1942,PIT,Pittsburgh Pirates,NL,,151,77,66,81,5,Forbes Field,448897,103,102
1942,SLA,St. Louis Browns,AL,,151,77,82,69,3,Sportsman's Park IV,255617,102,102
1942,SLN,St. Louis Cardinals,NL,,156,78,106,48,1,Sportsman's Park IV,553552,108,104
1942,WS1,Washington Senators,AL,,151,77,62,89,7,Griffith Stadium I,403493,99,100
1943,BOS,Boston Red Sox,AL,,155,77,68,84,7,Fenway Park II,358275,102,101
1943,BRO,Brooklyn Dodgers,NL,,153,77,81,72,3,Ebbets Field,661739,101,100
1943,BSN,Boston Braves,NL,,153,77,68,85,6,Braves Field,271289,98,100
1943,CHA,Chicago White Sox,AL,,155,76,82,72,4,Comiskey Park,508962,99,101
1943,CHN,Chicago Cubs,NL,,154,75,74,79,5,Wrigley Field,508247,98,98
1943,CIN,Cincinnati Reds,NL,,155,78,87,67,2,Crosley Field,379122,99,99
1943,CLE,Cleveland Indians,AL,,153,77,82,71,3,League Park II/Cleveland Stadium,438894,93,94
1943,DET,Detroit Tigers,AL,,155,78,78,76,5,Briggs Stadium,606287,107,106
1943,NY1,New York Giants,NL,,156,77,55,98,8,Polo Grounds IV,466095,100,101
1943,NYA,New York Yankees,AL,,155,77,98,56,1,Yankee Stadium I,618330,101,98
1943,PHA,Philadelphia Athletics,AL,,155,79,49,105,8,Shibe Park,376735,99,103
1943,PHI,Philadelphia Blue Jays,NL,,157,78,64,90,7,Shibe Park,466975,95,99
1943,PIT,Pittsburgh Pirates,NL,,157,78,80,74,4,Forbes Field,498740,104,103
1943,SLA,St. Louis Browns,AL,,153,77,72,80,6,Sportsman's Park IV,214392,104,102
1943,SLN,St. Louis Cardinals,NL,,157,81,105,49,1,Sportsman's Park IV,517135,106,101
1943,WS1,Washington Senators,AL,,153,76,84,69,2,Griffith Stadium I,574694,96,97
1944,BOS,Boston Red Sox,AL,,156,78,77,77,4,Fenway Park II,506975,99,100
1944,BRO,Brooklyn Dodgers,NL,,155,77,63,91,7,Ebbets Field,605905,98,98
1944,BSN,Boston Braves,NL,,155,78,65,89,6,Braves Field,208691,104,106
1944,CHA,Chicago White Sox,AL,,154,77,71,83,7,Comiskey Park,563539,98,99
1944,CHN,Chicago Cubs,NL,,157,78,75,79,4,Wrigley Field,640110,99,97
1944,CIN,Cincinnati Reds,NL,,155,78,89,65,3,Crosley Field,409567,96,97
1944,CLE,Cleveland Indians,AL,,155,78,72,82,5,League Park II/Cleveland Stadium,475272,96,96
1944,DET,Detroit Tigers,AL,,156,78,88,66,2,Briggs Stadium,923176,105,103
1944,NY1,New York Giants,NL,,155,75,67,87,5,Polo Grounds IV,674483,99,101
1944,NYA,New York Yankees,AL,,154,78,83,71,3,Yankee Stadium I,789995,104,102
1944,PHA,Philadelphia Athletics,AL,,155,76,72,82,5,Shibe Park,505322,97,101
1944,PHI,Philadelphia Blue Jays,NL,,154,79,61,92,8,Shibe Park,369586,96,99
1944,PIT,Pittsburgh Pirates,NL,,158,81,90,63,2,Forbes Field,604278,105,103
1944,SLA,St. Louis Browns,AL,,154,77,89,65,1,Sportsman's Park IV,508644,107,107
1944,SLN,St. Louis Cardinals,NL,,157,77,105,49,1,Sportsman's Park IV,461968,103,99
1944,WS1,Washington Senators,AL,,154,77,64,90,8,Griffith Stadium I,525235,95,95
1945,BOS,Boston Red Sox,AL,,157,78,71,83,7,Fenway Park II,603794,103,101
1945,BRO,Brooklyn Dodgers,NL,,155,78,87,67,3,Ebbets Field,1059220,99,99
1945,BSN,Boston Braves,NL,,154,75,67,85,6,Braves Field,374178,100,101
1945,CHA,Chicago White Sox,AL,,150,74,71,78,6,Comiskey Park,657981,97,98
1945,CHN,Chicago Cubs,NL,,155,76,98,56,1,Wrigley Field,1036386,98,96
1945,CIN,Cincinnati Reds,NL,,154,77,61,93,7,Crosley Field,290070,98,99
1945,CLE,Cleveland Indians,AL,,147,77,73,72,5,League Park II/Cleveland Stadium,558182,95,96
1945,DET,Detroit Tigers,AL,,155,76,88,65,1,Briggs Stadium,1280341,107,105
1945,NY1,New York Giants,NL,,154,78,78,74,5,Polo Grounds IV,1016468,101,102
1945,NYA,New York Yankees,AL,,152,76,81,71,4,Yankee Stadium I,881845,105,103
1945,PHA,Philadelphia Athletics,AL,,153,77,52,98,8,Shibe Park,462631,98,101
1945,PHI,Philadelphia Phillies,NL,,154,77,46,108,8,Shibe Park,285057,96,100
1945,PIT,Pittsburgh Pirates,NL,,155,79,82,72,4,Forbes Field,604694,104,104
1945,SLA,St. Louis Browns,AL,,154,76,81,70,3,Sportsman's Park IV,482986,106,106
1945,SLN,St. Louis Cardinals,NL,,155,78,95,59,2,Sportsman's Park IV,594630,103,99
1945,WS1,Washington Senators,AL,,156,78,87,67,2,Griffith Stadium I,652660,91,92
1946,BOS,Boston Red Sox,AL,,156,78,104,50,1,Fenway Park II,1416944,106,105
1946,BRO,Brooklyn Dodgers,NL,,157,79,96,60,2,Ebbets Field,1796824,101,99
1946,BSN,Boston Braves,NL,,154,77,81,72,4,Braves Field,969673,101,101
1946,CHA,Chicago White Sox,AL,,155,79,74,80,5,Comiskey Park,983403,96,97
1946,CHN,Chicago Cubs,NL,,155,77,82,71,3,Wrigley Field,1342970,98,97
1946,CIN,Cincinnati Reds,NL,,156,77,67,87,6,Crosley Field,715751,97,99
1946,CLE,Cleveland Indians,AL,,156,77,68,86,6,League Park II/Cleveland Stadium,1057289,93,94
1946,DET,Detroit Tigers,AL,,155,79,92,62,2,Briggs Stadium,1722590,107,105
1946,NY1,New York Giants,NL,,154,77,61,93,8,Polo Grounds IV,1219873,100,101
1946,NYA,New York Yankees,AL,,154,77,87,67,3,Yankee Stadium I,2265512,101,98
1946,PHA,Philadelphia Athletics,AL,,155,78,49,105,8,Shibe Park,621793,98,100
1946,PHI,Philadelphia Phillies,NL,,155,78,69,85,5,Shibe Park,1045247,97,100
1946,PIT,Pittsburgh Pirates,NL,,155,78,63,91,7,Forbes Field,749962,103,104
1946,SLA,St. Louis Browns,AL,,156,77,66,88,7,Sportsman's Park IV,526435,106,107
1946,SLN,St. Louis Cardinals,NL,,156,78,98,58,1,Sportsman's Park IV,1061807,104,101
1946,WS1,Washington Senators,AL,,155,76,76,78,4,Griffith Stadium I,1027216,94,95
1947,BOS,Boston Red Sox,AL,,157,81,83,71,3,Fenway Park II,1427315,107,105
1947,BRO,Brooklyn Dodgers,NL,,155,78,94,60,1,Ebbets Field,1807526,104,101
1947,BSN,Boston Braves,NL,,154,77,86,68,3,Braves Field,1277361,98,97
1947,CHA,Chicago White Sox,AL,,155,75,70,84,6,Comiskey Park,876948,96,98
1947,CHN,Chicago Cubs,NL,,155,79,69,85,6,Wrigley Field,1364039,96,97
1947,CIN,Cincinnati Reds,NL,,154,77,73,81,5,Crosley Field,899975,100,102
1947,CLE,Cleveland Indians,AL,,157,78,80,74,4,Cleveland Stadium,1521978,98,94
1947,DET,Detroit Tigers,AL,,158,80,85,69,2,Briggs Stadium,1398093,104,103
1947,NY1,New York Giants,NL,,155,76,81,73,4,Polo Grounds IV,1600793,101,100
1947,NYA,New York Yankees,AL,,155,77,97,57,1,Yankee Stadium I,2178937,99,95
1947,PHA,Philadelphia Athletics,AL,,156,78,78,76,5,Shibe Park,911566,102,103
1947,PHI,Philadelphia Phillies,NL,,155,77,62,92,7,Shibe Park,907332,96,98
1947,PIT,Pittsburgh Pirates,NL,,156,79,62,92,7,Forbes Field,1283531,103,104
1947,SLA,St. Louis Browns,AL,,154,77,59,95,8,Sportsman's Park IV,320474,102,105
1947,SLN,St. Louis Cardinals,NL,,156,77,89,65,2,Sportsman's Park IV,1247913,104,101
1947,WS1,Washington Senators,AL,,154,77,64,90,7,Griffith Stadium I,850758,97,100
1948,BOS,Boston Red Sox,AL,,155,78,96,59,2,Fenway Park II,1558798,105,102
1948,BRO,Brooklyn Dodgers,NL,,155,78,84,70,3,Ebbets Field,1398967,104,101
1948,BSN,Boston Braves,NL,,154,76,91,62,1,Braves Field,1455439,99,98
1948,CHA,Chicago White Sox,AL,,154,76,51,101,8,Comiskey Park,777844,96,99
1948,CHN,Chicago Cubs,NL,,155,78,64,90,8,Wrigley Field,1237792,95,98
1948,CIN,Cincinnati Reds,NL,,153,77,64,89,7,Crosley Field,823386,97,99
1948,CLE,Cleveland Indians,AL,,156,79,97,58,1,Cleveland Stadium,2620627,97,95
1948,DET,Detroit Tigers,AL,,154,77,78,76,5,Briggs Stadium,1743035,103,102
1948,NY1,New York Giants,NL,,155,77,78,76,5,Polo Grounds IV,1459269,101,100
1948,NYA,New York Yankees,AL,,154,77,94,60,3,Yankee Stadium I,2373901,99,95
1948,PHA,Philadelphia Athletics,AL,,154,77,84,70,4,Shibe Park,945076,101,101
1948,PHI,Philadelphia Phillies,NL,,155,76,66,88,6,Shibe Park,767429,98,99
1948,PIT,Pittsburgh Pirates,NL,,156,80,83,71,4,Forbes Field,1517021,102,103
1948,SLA,St. Louis Browns,AL,,155,76,59,94,6,Sportsman's Park IV,335564,103,106
1948,SLN,St. Louis Cardinals,NL,,155,77,85,69,2,Sportsman's Park IV,1111440,106,103
1948,WS1,Washington Senators,AL,,154,78,56,97,7,Griffith Stadium I,795254,97,101
1949,BOS,Boston Red Sox,AL,,155,77,96,58,2,Fenway Park II,1596650,108,104
1949,BRO,Brooklyn Dodgers,NL,,156,78,97,57,1,Ebbets Field,1633747,105,102
1949,BSN,Boston Braves,NL,,157,77,75,79,4,Braves Field,1081795,95,94
1949,CHA,Chicago White Sox,AL,,154,77,63,91,6,Comiskey Park,937151,96,99
1949,CHN,Chicago Cubs,NL,,154,77,61,93,8,Wrigley Field,1143139,97,99
1949,CIN,Cincinnati Reds,NL,,156,78,62,92,7,Crosley Field,707782,101,104
1949,CLE,Cleveland Indians,AL,,154,77,89,65,3,Cleveland Stadium,2233771,98,95
1949,DET,Detroit Tigers,AL,,155,78,87,67,4,Briggs Stadium,1821204,101,99
1949,NY1,New York Giants,NL,,156,79,73,81,5,Polo Grounds IV,1218446,101,99
1949,NYA,New York Yankees,AL,,155,78,97,57,1,Yankee Stadium I,2283676,100,96
1949,PHA,Philadelphia Athletics,AL,,154,77,81,73,5,Shibe Park,816514,97,98
1949,PHI,Philadelphia Phillies,NL,,154,77,81,73,3,Shibe Park,819698,97,97
1949,PIT,Pittsburgh Pirates,NL,,154,77,71,83,6,Forbes Field,1449435,102,104
1949,SLA,St. Louis Browns,AL,,155,77,53,101,7,Sportsman's Park IV,270936,105,109
1949,SLN,St. Louis Cardinals,NL,,157,79,96,58,2,Sportsman's Park IV,1430676,104,103
1949,WS1,Washington Senators,AL,,154,77,50,104,8,Griffith Stadium I,770745,98,101
1950,BOS,Boston Red Sox,AL,,154,77,94,60,3,Fenway Park II,1344080,111,108
1950,BRO,Brooklyn Dodgers,NL,,155,78,89,65,2,Ebbets Field,1185896,103,99
1950,BSN,Boston Braves,NL,,156,79,83,71,4,Braves Field,944391,94,93
1950,CHA,Chicago White Sox,AL,,156,79,60,94,6,Comiskey Park,781330,97,98
1950,CHN,Chicago Cubs,NL,,154,78,64,89,7,Wrigley Field,1165944,99,102
1950,CIN,Cincinnati Reds,NL,,153,76,66,87,6,Crosley Field,538794,100,102
1950,CLE,Cleveland Indians,AL,,155,77,92,62,4,Cleveland Stadium,1727464,97,94
1950,DET,Detroit Tigers,AL,,157,81,95,59,2,Briggs Stadium,1951474,103,102
1950,NY1,New York Giants,NL,,154,76,86,68,3,Polo Grounds IV,1008878,101,99
1950,NYA,New York Yankees,AL,,155,77,98,56,1,Yankee Stadium I,2081380,97,94
1950,PHA,Philadelphia Athletics,AL,,154,77,52,102,8,Shibe Park,309805,98,99
1950,PHI,Philadelphia Phillies,NL,,157,78,91,63,1,Shibe Park,1217035,98,97
1950,PIT,Pittsburgh Pirates,NL,,154,77,57,96,8,Forbes Field,1166267,103,106
1950,SLA,St. Louis Browns,AL,,154,74,58,96,7,Sportsman's Park IV,247131,104,108
1950,SLN,St. Louis Cardinals,NL,,153,76,78,75,5,Sportsman's Park IV,1093411,104,103
1950,WS1,Washington Senators,AL,,155,78,67,87,5,Griffith Stadium I,699697,95,98
1951,BOS,Boston Red Sox,AL,,154,75,87,67,3,Fenway Park II,1312282,110,109
1951,BRO,Brooklyn Dodgers,NL,,158,78,97,60,2,Ebbets Field,1282628,102,99
1951,BSN,Boston Braves,NL,,155,78,76,78,4,Braves Field,487475,93,93
1951,CHA,Chicago White Sox,AL,,155,78,81,73,4,Comiskey Park,1328234,98,98
1951,CHN,Chicago Cubs,NL,,155,77,62,92,8,Wrigley Field,894415,102,104
1951,CIN,Cincinnati Reds,NL,,155,77,68,86,6,Crosley Field,588268,101,103
1951,CLE,Cleveland Indians,AL,,155,77,93,61,2,Cleveland Stadium,1704984,95,92
1951,DET,Detroit Tigers,AL,,154,77,73,81,5,Briggs Stadium,1132641,100,101
1951,NY1,New York Giants,NL,,157,78,98,59,1,Polo Grounds IV,1059539,101,99
1951,NYA,New York Yankees,AL,,154,78,98,56,1,Yankee Stadium I,1950107,97,93
1951,PHA,Philadelphia Athletics,AL,,154,79,70,84,6,Shibe Park,465469,101,103
1951,PHI,Philadelphia Phillies,NL,,154,77,73,81,5,Shibe Park,937658,99,97
1951,PIT,Pittsburgh Pirates,NL,,155,78,64,90,7,Forbes Field,980590,102,106
1951,SLA,St. Louis Browns,AL,,154,77,52,102,8,Sportsman's Park IV,293790,103,107
1951,SLN,St. Louis Cardinals,NL,,155,79,81,73,3,Sportsman's Park IV,1013429,100,100
1951,WS1,Washington Senators,AL,,154,76,62,92,7,Griffith Stadium I,695167,98,100
1952,BOS,Boston Red Sox,AL,,154,77,76,78,6,Fenway Park II,1115750,108,107
1952,BRO,Brooklyn Dodgers,NL,,155,80,96,57,1,Ebbets Field,1088704,102,98
1952,BSN,Boston Braves,NL,,155,77,64,89,7,Braves Field,281278,97,98
1952,CHA,Chicago White Sox,AL,,156,79,81,73,3,Comiskey Park,1231675,101,99
1952,CHN,Chicago Cubs,NL,,155,77,77,77,5,Wrigley Field,1024826,101,103
1952,CIN,Cincinnati Reds,NL,,154,77,69,85,6,Crosley Field,604197,99,100
1952,CLE,Cleveland Indians,AL,,155,77,93,61,2,Cleveland Stadium,1444607,94,91
1952,DET,Detroit Tigers,AL,,156,77,50,104,8,Briggs Stadium,1026846,100,103
1952,NY1,New York Giants,NL,,154,77,92,62,2,Polo Grounds IV,984940,101,99
1952,NYA,New York Yankees,AL,,154,77,95,59,1,Yankee Stadium I,1629665,95,91
1952,PHA,Philadelphia Athletics,AL,,155,78,79,75,4,Shibe Park,627100,106,108
1952,PHI,Philadelphia Phillies,NL,,154,76,87,67,4,Shibe Park,755417,99,98
1952,PIT,Pittsburgh Pirates,NL,,155,77,42,112,8,Forbes Field,686673,102,107
1952,SLA,St. Louis Browns,AL,,155,78,64,90,7,Sportsman's Park IV,518796,103,106
1952,SLN,St. Louis Cardinals,NL,,154,77,88,66,3,Sportsman's Park IV,913113,100,99
1952,WS1,Washington Senators,AL,,157,78,78,76,5,Griffith Stadium I,699457,97,97
1953,BOS,Boston Red Sox,AL,,153,76,84,69,4,Fenway Park II,1026133,105,105
1953,BRO,Brooklyn Dodgers,NL,,155,78,105,49,1,Ebbets Field,1163419,103,100
1953,CHA,Chicago White Sox,AL,,156,78,89,65,3,Comiskey Park,1191353,103,101
1953,CHN,Chicago Cubs,NL,,155,77,65,89,7,Wrigley Field,763658,102,103
1953,CIN,Cincinnati Reds,NL,,155,78,68,86,6,Crosley Field,548086,100,101
1953,CLE,Cleveland Indians,AL,,155,78,92,62,2,Cleveland Stadium,1069176,98,94
1953,DET,Detroit Tigers,AL,,158,79,60,94,6,Briggs Stadium,884658,98,102
1953,ML1,Milwaukee Braves,NL,,157,79,92,62,2,County Stadium,1826397,94,92
1953,NY1,New York Giants,NL,,155,77,70,84,5,Polo Grounds IV,811518,103,101
1953,NYA,New York Yankees,AL,,151,77,99,52,1,Yankee Stadium I,1537811,97,93
1953,PHA,Philadelphia Athletics,AL,,157,78,59,95,7,Connie Mack Stadium,362113,104,107
1953,PHI,Philadelphia Phillies,NL,,156,78,83,71,3,Connie Mack Stadium,853644,99,98
1953,PIT,Pittsburgh Pirates,NL,,154,77,50,104,8,Forbes Field,572757,99,104
1953,SLA,St. Louis Browns,AL,,154,77,54,100,8,Sportsman's Park IV,297238,102,106
1953,SLN,St. Louis Cardinals,NL,,157,78,83,71,3,Sportsman's Park IV,880242,100,99
1953,WS1,Washington Senators,AL,,152,75,76,76,5,Griffith Stadium I,595594,98,98
1954,BAL,Baltimore Orioles,AL,,154,77,54,100,7,Memorial Stadium,1060910,92,96
1954,BOS,Boston Red Sox,AL,,156,79,69,85,4,Fenway Park II,931127,111,110
1954,BRO,Brooklyn Dodgers,NL,,154,77,92,62,2,Ebbets Field,1020531,104,101
1954,CHA,Chicago White Sox,AL,,155,78,94,60,3,Comiskey Park,1231629,103,100
1954,CHN,Chicago Cubs,NL,,154,77,64,90,7,Wrigley Field,748183,101,103
1954,CIN,Cincinnati Redlegs,NL,,154,77,74,80,5,Crosley Field,704167,102,103
1954,CLE,Cleveland Indians,AL,,156,77,111,43,1,Cleveland Stadium,1335472,102,98
1954,DET,Detroit Tigers,AL,,155,77,68,86,5,Briggs Stadium,1079847,99,100
1954,ML1,Milwaukee Braves,NL,,154,77,89,65,3,County Stadium,2131388,94,92
1954,NY1,New York Giants,NL,,154,76,97,57,1,Polo Grounds IV,1155067,101,100
1954,NYA,New York Yankees,AL,,155,78,103,51,2,Yankee Stadium I,1475171,97,93
1954,PHA,Philadelphia Athletics,AL,,156,77,51,103,8,Connie Mack Stadium,304666,100,105
1954,PHI,Philadelphia Phillies,NL,,154,78,75,79,4,Connie Mack Stadium,738991,100,99
1954,PIT,Pittsburgh Pirates,NL,,154,77,53,101,8,Forbes Field,475494,98,102
1954,SLN,St. Louis Cardinals,NL,,154,77,72,82,6,Sportsman's Park IV,1039698,100,101
1954,WS1,Washington Senators,AL,,155,78,66,88,6,Griffith Stadium I,503542,94,96
1955,BAL,Baltimore Orioles,AL,,156,79,57,97,7,Memorial Stadium,852039,92,96
1955,BOS,Boston Red Sox,AL,,154,78,84,70,4,Fenway Park II,1203200,110,109
1955,BRO,Brooklyn Dodgers,NL,,154,77,98,55,1,Ebbets Field,1033589,104,101
1955,CHA,Chicago White Sox,AL,,155,77,91,63,3,Comiskey Park,1175684,103,99
1955,CHN,Chicago Cubs,NL,,154,77,72,81,6,Wrigley Field,875800,100,102
1955,CIN,Cincinnati Redlegs,NL,,154,77,75,79,5,Crosley Field,693662,105,104
1955,CLE,Cleveland Indians,AL,,154,77,93,61,2,Cleveland Stadium,1221780,104,101
1955,DET,Detroit Tigers,AL,,154,77,79,75,5,Briggs Stadium,1181838,98,98
1955,KC1,Kansas City Athletics,AL,,155,76,63,91,6,Municipal Stadium I,1393054,100,105
1955,ML1,Milwaukee Braves,NL,,154,77,85,69,2,County Stadium,2005836,96,93
1955,NY1,New York Giants,NL,,154,79,80,74,3,Polo Grounds IV,824112,101,101
1955,NYA,New York Yankees,AL,,154,77,96,58,1,Yankee Stadium I,1490138,99,95
1955,PHI,Philadelphia Phillies,NL,,154,77,77,77,4,Connie Mack Stadium,922886,98,98
1955,PIT,Pittsburgh Pirates,NL,,154,75,60,94,8,Forbes Field,469397,98,101
1955,SLN,St. Louis Cardinals,NL,,154,77,68,86,7,Sportsman's Park IV,849130,99,100
1955,WS1,Washington Senators,AL,,154,77,53,101,8,Griffith Stadium I,425238,97,100
1956,BAL,Baltimore Orioles,AL,,154,77,69,85,6,Memorial Stadium,901201,92,94
1956,BOS,Boston Red Sox,AL,,155,78,84,70,4,Fenway Park II,1137158,113,111
1956,BRO,Brooklyn Dodgers,NL,,154,77,93,61,1,Ebbets Field,1213562,109,107
1956,CHA,Chicago White Sox,AL,,154,77,85,69,3,Comiskey Park,1000090,101,99
1956,CHN,Chicago Cubs,NL,,157,80,60,94,8,Wrigley Field,720118,99,101
1956,CIN,Cincinnati Redlegs,NL,,155,77,91,63,3,Crosley Field,1125928,106,105
1956,CLE,Cleveland Indians,AL,,155,77,88,66,2,Cleveland Stadium,865467,103,101
1956,DET,Detroit Tigers,AL,,155,78,82,72,5,Briggs Stadium,1051182,101,100
1956,KC1,Kansas City Athletics,AL,,154,77,52,102,8,Municipal Stadium I,1015154,100,104
1956,ML1,Milwaukee Braves,NL,,155,77,92,62,2,County Stadium,2046331,94,92
1956,NY1,New York Giants,NL,,154,77,67,87,6,Polo Grounds IV,629179,99,100
1956,NYA,New York Yankees,AL,,154,77,97,57,1,Yankee Stadium I,1491784,97,93
1956,PHI,Philadelphia Phillies,NL,,154,77,71,83,5,Connie Mack Stadium,934798,98,99
1956,PIT,Pittsburgh Pirates,NL,,157,78,66,88,7,Forbes Field,949878,97,100
1956,SLN,St. Louis Cardinals,NL,,156,78,76,78,4,Sportsman's Park IV,1029773,100,100
1956,WS1,Washington Senators,AL,,155,77,59,95,7,Griffith Stadium II,431647,96,100
1957,BAL,Baltimore Orioles,AL,,154,77,76,76,5,Memorial Stadium,1029581,93,94
1957,BOS,Boston Red Sox,AL,,154,77,82,72,3,Fenway Park II,1181087,106,105
1957,BRO,Brooklyn Dodgers,NL,,154,77,84,70,3,Ebbets Field,1028258,109,107
1957,CHA,Chicago White Sox,AL,,155,77,90,64,2,Comiskey Park,1135668,101,99
1957,CHN,Chicago Cubs,NL,,156,78,62,92,7,Wrigley Field,670629,99,100
1957,CIN,Cincinnati Redlegs,NL,,154,77,80,74,4,Crosley Field,1070850,106,105
1957,CLE,Cleveland Indians,AL,,153,77,76,77,6,Cleveland Stadium,722256,100,99
1957,DET,Detroit Tigers,AL,,154,77,78,76,4,Briggs Stadium,1272346,103,102
1957,KC1,Kansas City Athletics,AL,,154,77,59,94,7,Municipal Stadium I,901067,101,104
1957,ML1,Milwaukee Braves,NL,,155,78,95,59,1,County Stadium,2215404,93,90
1957,NY1,New York Giants,NL,,154,77,69,85,6,Polo Grounds IV,653923,100,102
1957,NYA,New York Yankees,AL,,154,77,98,56,1,Yankee Stadium I,1497134,99,95
1957,PHI,Philadelphia Phillies,NL,,156,78,77,77,5,Connie Mack Stadium,1146230,97,98
1957,PIT,Pittsburgh Pirates,NL,,155,77,62,92,7,Forbes Field,850732,97,98
1957,SLN,St. Louis Cardinals,NL,,154,77,87,67,2,Sportsman's Park IV,1183575,102,102
1957,WS1,Washington Senators,AL,,154,77,55,99,8,Griffith Stadium II,457079,98,102
1958,BAL,Baltimore Orioles,AL,,154,78,74,79,6,Memorial Stadium,829991,94,95
1958,BOS,Boston Red Sox,AL,,155,77,79,75,3,Fenway Park II,1077047,106,106
1958,CHA,Chicago White Sox,AL,,155,77,82,72,2,Comiskey Park,797451,99,97
1958,CHN,Chicago Cubs,NL,,154,77,72,82,5,Wrigley Field,979904,98,99
1958,CIN,Cincinnati Redlegs,NL,,154,77,76,78,4,Crosley Field,788582,106,105
1958,CLE,Cleveland Indians,AL,,153,76,77,76,4,Cleveland Stadium,663805,99,98
1958,DET,Detroit Tigers,AL,,154,77,77,77,5,Briggs Stadium,1098924,107,107
1958,KC1,Kansas City Athletics,AL,,156,78,73,81,7,Municipal Stadium I,925090,102,104
1958,LAN,Los Angeles Dodgers,NL,,154,77,71,83,7,Los Angeles Memorial Coliseum,1845556,104,104
