yearID,teamID,name,lgID,divID,G,GHome,W,L,Rank,park,attendance,BPF,PPF
1995,MIN,Minnesota Twins,AL,C,144,72,56,88,5,Hubert H Humphrey Metrodome,1057667,101,102
1995,ML4,Milwaukee Brewers,AL,C,144,72,65,79,4,County Stadium,1087560,105,105
1995,MON,Montreal Expos,NL,E,144,72,66,78,5,Stade Olympique,1309618,104,103
1995,NYA,New York Yankees,AL,E,145,73,79,65,2,Yankee Stadium II,1705263,99,98
1995,NYN,New York Mets,NL,E,144,72,69,75,2,Shea Stadium,1273183,96,97
1995,OAK,Oakland Athletics,AL,W,144,72,67,77,4,Oakland Coliseum,1174310,91,91
1995,PHI,Philadelphia Phillies,NL,E,144,72,69,75,2,Veterans Stadium,2043598,100,101
1995,PIT,Pittsburgh Pirates,NL,C,144,72,58,86,5,Three Rivers Stadium,905517,102,103
1995,SDN,San Diego Padres,NL,W,144,72,70,74,3,Jack Murphy Stadium,1041805,97,97
1995,SEA,Seattle Mariners,AL,W,145,73,79,66,1,Kingdome,1643203,101,101
1995,SFN,San Francisco Giants,NL,W,144,72,67,77,4,Candlestick Park,1241500,96,97
1995,SLN,St. Louis Cardinals,NL,C,143,72,62,81,4,Busch Stadium II,1756727,99,100
1995,TEX,Texas Rangers,AL,W,144,72,74,70,3,The Ballpark at Arlington,1985910,103,103
1995,TOR,Toronto Blue Jays,AL,E,144,72,56,88,5,Skydome,2826483,99,100
1996,ATL,Atlanta Braves,NL,E,162,81,96,66,1,Atlanta-Fulton County Stadium,2901242,106,104
1996,BAL,Baltimore Orioles,AL,E,163,82,88,74,2,Oriole Park at Camden Yards,3646950,100,99
1996,BOS,Boston Red Sox,AL,E,162,81,85,77,3,Fenway Park II,2315231,101,101
1996,CAL,California Angels,AL,W,161,81,70,91,4,Anaheim Stadium,1820521,98,98
1996,CHA,Chicago White Sox,AL,C,162,81,85,77,2,Comiskey Park II,1676403,95,95
1996,CHN,Chicago Cubs,NL,C,162,81,76,86,4,Wrigley Field,2219110,103,103
1996,CIN,Cincinnati Reds,NL,C,162,81,81,81,3,Riverfront Stadium,1861428,101,101
1996,CLE,Cleveland Indians,AL,C,161,80,99,62,1,Jacobs Field,3318174,99,98
1996,COL,Colorado Rockies,NL,W,162,81,83,79,3,Coors Field,3891014,123,124
1996,DET,Detroit Tigers,AL,E,162,81,53,109,5,Tiger Stadium,1168610,100,102
1996,FLO,Florida Marlins,NL,E,162,81,80,82,3,Joe Robbie Stadium,1746767,97,97
1996,HOU,Houston Astros,NL,C,162,81,82,80,2,Astrodome,1975888,92,92
1996,KCA,Kansas City Royals,AL,C,161,80,75,86,5,Kauffman Stadium,1435997,99,100
1996,LAN,Los Angeles Dodgers,NL,W,162,81,90,72,2,Dodger Stadium,3188454,93,92
1996,MIN,Minnesota Twins,AL,C,162,82,78,84,4,Hubert H Humphrey Metrodome,1437352,101,102
1996,ML4,Milwaukee Brewers,AL,C,162,81,80,82,3,County Stadium,1327155,104,104
1996,MON,Montreal Expos,NL,E,162,81,88,74,2,Stade Olympique,1616709,102,102
1996,NYA,New York Yankees,AL,E,162,80,92,70,1,Yankee Stadium II,2250877,101,100
1996,NYN,New York Mets,NL,E,162,81,71,91,4,Shea Stadium,1588323,95,95
1996,OAK,Oakland Athletics,AL,W,162,81,78,84,3,Oakland Coliseum,1148380,101,102
1996,PHI,Philadelphia Phillies,NL,E,162,81,67,95,5,Veterans Stadium,1801677,100,101
1996,PIT,Pittsburgh Pirates,NL,C,162,80,73,89,5,Three Rivers Stadium,1332150,104,104
1996,SDN,San Diego Padres,NL,W,162,81,91,71,1,Jack Murphy Stadium,2187886,95,95
1996,SEA,Seattle Mariners,AL,W,161,81,85,76,2,Kingdome,2723850,100,99
1996,SFN,San Francisco Giants,NL,W,162,82,68,94,4,Candlestick Park,1413922,95,96
1996,SLN,St. Louis Cardinals,NL,C,162,81,88,74,1,Busch Stadium II,2654718,100,100
1996,TEX,Texas Rangers,AL,W,163,81,90,72,1,The Ballpark at Arlington,2889020,105,105
1996,TOR,Toronto Blue Jays,AL,E,162,81,74,88,4,Skydome,2559573,99,100
1997,ANA,Anaheim Angels,AL,W,162,82,84,78,2,Edison International Field,1767330,102,102
1997,ATL,Atlanta Braves,NL,E,162,81,101,61,1,Turner Field,3464488,102,99
1997,BAL,Baltimore Orioles,AL,E,162,81,98,64,1,Oriole Park at Camden Yards,3711132,97,96
1997,BOS,Boston Red Sox,AL,E,162,81,78,84,4,Fenway Park II,2226136,102,102
1997,CHA,Chicago White Sox,AL,C,161,81,80,81,2,Comiskey Park II,1864782,96,96
1997,CHN,Chicago Cubs,NL,C,162,81,68,94,5,Wrigley Field,2190308,102,102
1997,CIN,Cincinnati Reds,NL,C,162,81,76,86,3,Cinergy Field,1785788,102,102
1997,CLE,Cleveland Indians,AL,C,161,81,86,75,1,Jacobs Field,3404750,103,102
1997,COL,Colorado Rockies,NL,W,162,81,83,79,3,Coors Field,3888453,122,123
1997,DET,Detroit Tigers,AL,E,162,81,79,83,3,Tiger Stadium,1365157,99,100
1997,FLO,Florida Marlins,NL,E,162,81,92,70,2,Joe Robbie Stadium,2364387,95,96
1997,HOU,Houston Astros,NL,C,162,81,84,78,1,Astrodome,2046781,96,95
1997,KCA,Kansas City Royals,AL,C,161,80,67,94,5,Kauffman Stadium,1517638,101,102
1997,LAN,Los Angeles Dodgers,NL,W,162,81,88,74,2,Dodger Stadium,3319504,93,92
1997,MIN,Minnesota Twins,AL,C,162,81,68,94,4,Hubert H Humphrey Metrodome,1411064,101,101
1997,ML4,Milwaukee Brewers,AL,C,161,80,78,83,3,County Stadium,1444027,101,102
1997,MON,Montreal Expos,NL,E,162,81,78,84,4,Stade Olympique,1497609,99,99
1997,NYA,New York Yankees,AL,E,162,80,96,66,2,Yankee Stadium II,2580325,100,98
1997,NYN,New York Mets,NL,E,162,81,88,74,3,Shea Stadium,1766174,97,97
1997,OAK,Oakland Athletics,AL,W,162,81,65,97,4,Oakland Coliseum,1264218,96,97
1997,PHI,Philadelphia Phillies,NL,E,162,81,68,94,5,Veterans Stadium,1490638,100,101
1997,PIT,Pittsburgh Pirates,NL,C,162,81,79,83,2,Three Rivers Stadium,1657022,103,103
1997,SDN,San Diego Padres,NL,W,162,81,76,86,4,Qualcomm Stadium,2089333,93,93
1997,SEA,Seattle Mariners,AL,W,162,81,90,72,1,Kingdome,3192237,98,98
1997,SFN,San Francisco Giants,NL,W,162,81,90,72,1,3Com Park,1690869,98,98
1997,SLN,St. Louis Cardinals,NL,C,162,81,73,89,4,Busch Stadium II,2634014,99,99
1997,TEX,Texas Rangers,AL,W,162,81,77,85,3,The Ballpark at Arlington,2945228,105,105
1997,TOR,Toronto Blue Jays,AL,E,162,81,76,86,5,Skydome,2589297,99,99
1998,ANA,Anaheim Angels,AL,W,162,81,85,77,2,Edison International Field,2519280,102,102
1998,ARI,Arizona Diamondbacks,NL,W,162,81,65,97,5,Bank One Ballpark,3610290,100,99
1998,ATL,Atlanta Braves,NL,E,162,81,106,56,1,Turner Field,3360860,100,98
1998,BAL,Baltimore Orioles,AL,E,162,81,79,83,4,Oriole Park at Camden Yards,3684650,98,97
1998,BOS,Boston Red Sox,AL,E,162,81,92,70,2,Fenway Park II,2314704,102,101
1998,CHA,Chicago White Sox,AL,C,163,81,80,82,2,Comiskey Park II,1391146,98,98
1998,CHN,Chicago Cubs,NL,C,163,82,90,73,2,Wrigley Field,2623194,103,103
1998,CIN,Cincinnati Reds,NL,C,162,81,77,85,4,Cinergy Field,1793649,102,102
1998,CLE,Cleveland Indians,AL,C,162,81,89,73,1,Jacobs Field,3467299,103,102
1998,COL,Colorado Rockies,NL,W,162,81,77,85,4,Coors Field,3792683,121,122
1998,DET,Detroit Tigers,AL,C,162,81,65,97,5,Tiger Stadium,1409391,100,101
1998,FLO,Florida Marlins,NL,E,162,81,54,108,5,Joe Robbie Stadium,1730384,94,95
1998,HOU,Houston Astros,NL,C,162,81,102,60,1,Astrodome,2458451,98,97
1998,KCA,Kansas City Royals,AL,C,161,80,72,89,3,Kauffman Stadium,1494875,101,102
1998,LAN,Los Angeles Dodgers,NL,W,162,81,83,79,3,Dodger Stadium,3089222,95,95
1998,MIL,Milwaukee Brewers,NL,C,162,81,74,88,5,County Stadium,1811593,100,101
1998,MIN,Minnesota Twins,AL,C,162,81,70,92,4,Hubert H Humphrey Metrodome,1165976,101,102
1998,MON,Montreal Expos,NL,E,162,81,65,97,4,Stade Olympique,914909,98,99
1998,NYA,New York Yankees,AL,E,162,81,114,48,1,Yankee Stadium II,2955193,97,95
1998,NYN,New York Mets,NL,E,162,81,88,74,2,Shea Stadium,2287948,99,99
1998,OAK,Oakland Athletics,AL,W,162,81,74,88,4,Oakland Coliseum,1232343,96,97
1998,PHI,Philadelphia Phillies,NL,E,162,81,75,87,3,Veterans Stadium,1715722,102,103
1998,PIT,Pittsburgh Pirates,NL,C,163,80,69,93,6,Three Rivers Stadium,1560950,102,103
1998,SDN,San Diego Padres,NL,W,162,81,98,64,1,Qualcomm Stadium,2555874,92,92
1998,SEA,Seattle Mariners,AL,W,161,81,76,85,3,Kingdome,2651511,99,99
1998,SFN,San Francisco Giants,NL,W,163,81,89,74,2,3Com Park,1925364,95,95
1998,SLN,St. Louis Cardinals,NL,C,163,82,83,79,3,Busch Stadium II,3195691,100,100
1998,TBA,Tampa Bay Devil Rays,AL,E,162,81,63,99,5,Tropicana Field,2506293,101,102
1998,TEX,Texas Rangers,AL,W,162,81,88,74,1,The Ballpark at Arlington,2927399,104,103
1998,TOR,Toronto Blue Jays,AL,E,163,81,88,74,3,Skydome,2454303,100,99
1999,ANA,Anaheim Angels,AL,W,162,81,70,92,4,Edison International Field,2253123,99,100
1999,ARI,Arizona Diamondbacks,NL,W,162,81,100,62,1,Bank One Ballpark,3019654,101,101
1999,ATL,Atlanta Braves,NL,E,162,81,103,59,1,Turner Field,3284897,100,98
1999,BAL,Baltimore Orioles,AL,E,162,81,78,84,4,Oriole Park at Camden Yards,3433150,96,96
1999,BOS,Boston Red Sox,AL,E,162,81,94,68,2,Fenway Park II,2446162,104,103
1999,CHA,Chicago White Sox,AL,C,162,81,75,86,2,Comiskey Park II,1338851,101,101
1999,CHN,Chicago Cubs,NL,C,162,81,67,95,6,Wrigley Field,2813854,97,98
1999,CIN,Cincinnati Reds,NL,C,163,82,96,67,2,Cinergy Field,2061222,103,103
1999,CLE,Cleveland Indians,AL,C,162,81,97,65,1,Jacobs Field,3468456,104,103
1999,COL,Colorado Rockies,NL,W,162,81,72,90,5,Coors Field,3481065,127,127
1999,DET,Detroit Tigers,AL,C,161,81,69,92,3,Tiger Stadium,2026441,99,101
1999,FLO,Florida Marlins,NL,E,162,80,64,98,5,Pro Player Stadium,1369421,93,95
1999,HOU,Houston Astros,NL,C,162,82,97,65,1,Astrodome,2706017,100,98
1999,KCA,Kansas City Royals,AL,C,161,80,64,97,4,Kauffman Stadium,1506068,102,103
1999,LAN,Los Angeles Dodgers,NL,W,162,81,77,85,3,Dodger Stadium,3095346,95,94
1999,MIL,Milwaukee Brewers,NL,C,161,80,74,87,5,County Stadium,1701796,99,99
1999,MIN,Minnesota Twins,AL,C,161,81,63,97,5,Hubert H Humphrey Metrodome,1202829,103,104
1999,MON,Montreal Expos,NL,E,162,81,68,94,4,Stade Olympique,773277,97,98
1999,NYA,New York Yankees,AL,E,162,81,98,64,1,Yankee Stadium II,3292736,98,97
1999,NYN,New York Mets,NL,E,163,81,97,66,2,Shea Stadium,2725668,98,97
1999,OAK,Oakland Athletics,AL,W,162,81,87,75,2,Oakland Coliseum,1434610,94,94
1999,PHI,Philadelphia Phillies,NL,E,162,81,77,85,3,Veterans Stadium,1825337,105,105
1999,PIT,Pittsburgh Pirates,NL,C,161,81,78,83,3,Three Rivers Stadium,1638023,101,101
1999,SDN,San Diego Padres,NL,W,162,81,74,88,4,Qualcomm Stadium,2523538,92,92
1999,SEA,Seattle Mariners,AL,W,162,81,79,83,3,Kingdome / Safeco Field,2916346,102,103
1999,SFN,San Francisco Giants,NL,W,162,81,86,76,2,3Com Park,2078399,95,94
1999,SLN,St. Louis Cardinals,NL,C,161,80,75,86,4,Busch Stadium II,3225334,101,101
1999,TBA,Tampa Bay Devil Rays,AL,E,162,81,69,93,5,Tropicana Field,1562827,100,102
1999,TEX,Texas Rangers,AL,W,162,81,95,67,1,The Ballpark at Arlington,2771469,105,105
1999,TOR,Toronto Blue Jays,AL,E,162,81,84,78,3,Skydome,2163464,101,101
2000,ANA,Anaheim Angels,AL,W,162,81,82,80,3,Edison International Field,2066982,102,103
2000,ARI,Arizona Diamondbacks,NL,W,162,81,85,77,3,Bank One Ballpark,2942251,105,103
2000,ATL,Atlanta Braves,NL,E,162,81,95,67,1,Turner Field,3234304,101,99
2000,BAL,Baltimore Orioles,AL,E,162,81,74,88,4,Oriole Park at Camden Yards,3297031,95,96
2000,BOS,Boston Red Sox,AL,E,162,81,85,77,2,Fenway Park II,2585895,104,103
2000,CHA,Chicago White Sox,AL,C,162,81,95,67,1,Comiskey Park II,1947799,102,102
2000,CHN,Chicago Cubs,NL,C,162,81,65,97,6,Wrigley Field,2789511,97,98
2000,CIN,Cincinnati Reds,NL,C,163,82,85,77,2,Cinergy Field,2577371,102,102
2000,CLE,Cleveland Indians,AL,C,162,81,90,72,2,Jacobs Field,3456278,101,100
2000,COL,Colorado Rockies,NL,W,162,81,82,80,4,Coors Field,3295129,125,125
2000,DET,Detroit Tigers,AL,C,162,81,79,83,3,Comerica Park,2438617,95,95
2000,FLO,Florida Marlins,NL,E,161,81,79,82,3,Pro Player Stadium,1218326,94,95
2000,HOU,Houston Astros,NL,C,162,81,72,90,4,Enron Field,3056139,107,107
2000,KCA,Kansas City Royals,AL,C,162,81,77,85,4,Kauffman Stadium,1564847,103,103
2000,LAN,Los Angeles Dodgers,NL,W,162,81,86,76,2,Dodger Stadium,2880242,94,94
2000,MIL,Milwaukee Brewers,NL,C,163,81,73,89,3,County Stadium,1573621,97,98
2000,MIN,Minnesota Twins,AL,C,162,81,69,93,5,Hubert H Humphrey Metrodome,1000760,104,105
2000,MON,Montreal Expos,NL,E,162,81,67,95,4,Stade Olympique,926272,103,104
2000,NYA,New York Yankees,AL,E,161,80,87,74,1,Yankee Stadium II,3055435,99,98
2000,NYN,New York Mets,NL,E,162,81,94,68,2,Shea Stadium,2820530,96,96
2000,OAK,Oakland Athletics,AL,W,161,81,91,70,1,Oakland Coliseum,1603744,96,95
2000,PHI,Philadelphia Phillies,NL,E,162,81,65,97,5,Veterans Stadium,1612769,100,101
2000,PIT,Pittsburgh Pirates,NL,C,162,81,69,93,5,Three Rivers Stadium,1748908,99,100
2000,SDN,San Diego Padres,NL,W,162,81,76,86,5,Qualcomm Stadium,2352443,92,92
2000,SEA,Seattle Mariners,AL,W,162,81,91,71,2,Safeco Field,2914624,95,93
2000,SFN,San Francisco Giants,NL,W,162,81,97,65,1,PacBell Park,3318800,93,92
2000,SLN,St. Louis Cardinals,NL,C,162,81,95,67,1,Busch Stadium II,3336493,102,101
2000,TBA,Tampa Bay Devil Rays,AL,E,161,80,69,92,5,Tropicana Field,1449673,99,100
2000,TEX,Texas Rangers,AL,W,162,81,71,91,4,The Ballpark at Arlington,2588401,102,102
2000,TOR,Toronto Blue Jays,AL,E,162,81,83,79,3,Skydome,1705712,103,103
2001,ANA,Anaheim Angels,AL,W,162,81,75,87,3,Edison International Field,2000919,101,101
2001,ARI,Arizona Diamondbacks,NL,W,162,81,92,70,1,Bank One Ballpark,2736451,108,107
2001,ATL,Atlanta Braves,NL,E,162,81,88,74,1,Turner Field,2823530,103,102
2001,BAL,Baltimore Orioles,AL,E,162,80,63,98,4,Oriole Park at Camden Yards,3094841,95,96
2001,BOS,Boston Red Sox,AL,E,161,81,82,79,2,Fenway Park II,2625333,102,101
2001,CHA,Chicago White Sox,AL,C,162,81,83,79,3,Comiskey Park II,1766172,104,103
2001,CHN,Chicago Cubs,NL,C,162,81,88,74,3,Wrigley Field,2779465,95,95
2001,CIN,Cincinnati Reds,NL,C,162,81,66,96,5,Cinergy Field,1879757,105,105
2001,CLE,Cleveland Indians,AL,C,162,80,91,71,1,Jacobs Field,3175523,100,100
2001,COL,Colorado Rockies,NL,W,162,81,73,89,5,Coors Field,3166821,122,122
2001,DET,Detroit Tigers,AL,C,162,81,66,96,4,Comerica Park,1921305,93,95
2001,FLO,Florida Marlins,NL,E,162,80,76,86,4,Pro Player Stadium,1261226,97,97
2001,HOU,Houston Astros,NL,C,162,81,93,69,1,Enron Field,2904277,107,106
2001,KCA,Kansas City Royals,AL,C,162,81,65,97,5,Kauffman Stadium,1536371,107,108
2001,LAN,Los Angeles Dodgers,NL,W,162,81,86,76,3,Dodger Stadium,3017143,92,91
2001,MIL,Milwaukee Brewers,NL,C,162,81,68,94,4,Miller Park,2811041,98,99
2001,MIN,Minnesota Twins,AL,C,162,81,85,77,2,Hubert H Humphrey Metrodome,1782929,102,102
2001,MON,Montreal Expos,NL,E,162,81,68,94,5,Stade Olympique,642745,101,102
2001,NYA,New York Yankees,AL,E,161,80,95,65,1,Yankee Stadium II,3264907,102,100
2001,NYN,New York Mets,NL,E,162,81,82,80,3,Shea Stadium,2658330,96,96
2001,OAK,Oakland Athletics,AL,W,162,81,102,60,2,Oakland Coliseum,2133277,99,97
2001,PHI,Philadelphia Phillies,NL,E,162,81,86,76,2,Veterans Stadium,1782054,98,98
2001,PIT,Pittsburgh Pirates,NL,C,162,81,62,100,6,PNC Park,2464870,103,105
2001,SDN,San Diego Padres,NL,W,162,81,79,83,4,Qualcomm Stadium,2378128,91,92
2001,SEA,Seattle Mariners,AL,W,162,81,116,46,1,Safeco Field,3507326,94,93
2001,SFN,San Francisco Giants,NL,W,162,81,90,72,2,PacBell Park,3311958,93,92
2001,SLN,St. Louis Cardinals,NL,C,162,82,93,69,2,Busch Stadium II,3109578,100,99
2001,TBA,Tampa Bay Devil Rays,AL,E,162,81,62,100,5,Tropicana Field,1298365,98,100
2001,TEX,Texas Rangers,AL,W,162,82,73,89,4,The Ballpark at Arlington,2831021,104,105
2001,TOR,Toronto Blue Jays,AL,E,162,82,80,82,3,Skydome,1915438,102,103
2002,ANA,Anaheim Angels,AL,W,162,81,99,63,2,Edison International Field,2305547,100,99
2002,ARI,Arizona Diamondbacks,NL,W,162,81,98,64,1,Bank One Ballpark,3198977,111,111
2002,ATL,Atlanta Braves,NL,E,161,81,101,59,1,Turner Field,2603484,102,101
2002,BAL,Baltimore Orioles,AL,E,162,81,67,95,4,Oriole Park at Camden Yards,2682439,95,96
2002,BOS,Boston Red Sox,AL,E,162,81,93,69,2,Fenway Park II,2650862,103,102
2002,CHA,Chicago White Sox,AL,C,162,81,81,81,2,Comiskey Park II,1676911,102,101
2002,CHN,Chicago Cubs,NL,C,162,78,67,95,5,Wrigley Field,2693096,98,98
2002,CIN,Cincinnati Reds,NL,C,162,80,78,84,3,Cinergy Field,1855787,104,105
2002,CLE,Cleveland Indians,AL,C,162,81,74,88,3,Jacobs Field,2616940,97,98
2002,COL,Colorado Rockies,NL,W,162,81,73,89,4,Coors Field,2737838,116,116
2002,DET,Detroit Tigers,AL,C,161,80,55,106,5,Comerica Park,1503623,92,95
2002,FLO,Florida Marlins,NL,E,162,81,79,83,4,Pro Player Stadium,813118,97,98
2002,HOU,Houston Astros,NL,C,162,81,84,78,2,Minute Maid Park,2517357,106,105
2002,KCA,Kansas City Royals,AL,C,162,77,62,100,4,Kauffman Stadium,1323036,110,111
2002,LAN,Los Angeles Dodgers,NL,W,162,81,92,70,3,Dodger Stadium,3131255,92,92
2002,MIL,Milwaukee Brewers,NL,C,162,81,56,106,6,Miller Park,1969153,98,99
2002,MIN,Minnesota Twins,AL,C,161,81,94,67,1,Hubert H Humphrey Metrodome,1924473,100,100
2002,MON,Montreal Expos,NL,E,162,81,83,79,2,Stade Olympique,812045,103,103
2002,NYA,New York Yankees,AL,E,161,80,103,58,1,Yankee Stadium II,3465807,100,99
2002,NYN,New York Mets,NL,E,161,78,75,86,5,Shea Stadium,2804838,97,97
2002,OAK,Oakland Athletics,AL,W,162,81,103,59,1,Oakland Coliseum,2169811,98,97
2002,PHI,Philadelphia Phillies,NL,E,161,79,80,81,3,Veterans Stadium,1618467,94,94
2002,PIT,Pittsburgh Pirates,NL,C,161,79,72,89,4,PNC Park,1784988,102,103
2002,SDN,San Diego Padres,NL,W,162,81,66,96,5,Qualcomm Stadium,2220601,90,91
2002,SEA,Seattle Mariners,AL,W,162,81,93,69,3,Safeco Field,3542938,97,95
2002,SFN,San Francisco Giants,NL,W,162,81,95,66,2,PacBell Park,3253203,95,94
2002,SLN,St. Louis Cardinals,NL,C,162,81,97,65,1,Busch Stadium II,3011756,98,97
2002,TBA,Tampa Bay Devil Rays,AL,E,161,81,55,106,5,Tropicana Field,1065742,97,99
2002,TEX,Texas Rangers,AL,W,162,80,72,90,4,The Ballpark at Arlington,2352397,106,107
2002,TOR,Toronto Blue Jays,AL,E,162,81,78,84,3,Skydome,1637900,104,104
2003,ANA,Anaheim Angels,AL,W,162,82,77,85,3,Edison International Field,3061094,98,97
2003,ARI,Arizona Diamondbacks,NL,W,162,81,84,78,3,Bank One Ballpark,2805542,108,109
2003,ATL,Atlanta Braves,NL,E,162,81,101,61,1,Turner Field,2401084,101,100
2003,BAL,Baltimore Orioles,AL,E,163,81,71,91,4,Oriole Park at Camden Yards,2454523,99,99
2003,BOS,Boston Red Sox,AL,E,162,81,95,67,2,Fenway Park II,2724165,105,103
2003,CHA,Chicago White Sox,AL,C,162,81,86,76,2,U.S. Cellular Field,1939524,102,102
2003,CHN,Chicago Cubs,NL,C,162,81,88,74,1,Wrigley Field,2962630,101,101
2003,CIN,Cincinnati Reds,NL,C,162,81,69,93,5,Great American Ball Park,2355259,95,96
2003,CLE,Cleveland Indians,AL,C,162,81,68,94,4,Jacobs Field,1730002,96,97
2003,COL,Colorado Rockies,NL,W,162,81,74,88,4,Coors Field,2334085,115,116
2003,DET,Detroit Tigers,AL,C,162,81,43,119,5,Comerica Park,1368245,93,95
2003,FLO,Florida Marlins,NL,E,162,81,91,71,2,Pro Player Stadium,1303215,98,98
2003,HOU,Houston Astros,NL,C,162,81,87,75,2,Minute Maid Park,2454241,103,102
2003,KCA,Kansas City Royals,AL,C,162,80,83,79,3,Kauffman Stadium,1779895,107,108
2003,LAN,Los Angeles Dodgers,NL,W,162,81,85,77,2,Dodger Stadium,3138626,94,94
2003,MIL,Milwaukee Brewers,NL,C,162,81,68,94,6,Miller Park,1700354,98,100
2003,MIN,Minnesota Twins,AL,C,162,81,90,72,1,Hubert H Humphrey Metrodome,1946011,101,100
2003,MON,Montreal Expos,NL,E,162,81,83,79,4,Stade Olympique/Hiram Bithorn Stadium,1025639,105,105
2003,NYA,New York Yankees,AL,E,163,82,101,61,1,Yankee Stadium II,3465600,98,97
2003,NYN,New York Mets,NL,E,161,80,66,95,5,Shea Stadium,2140599,97,98
2003,OAK,Oakland Athletics,AL,W,162,81,96,66,1,Oakland Coliseum,2216596,99,98
2003,PHI,Philadelphia Phillies,NL,E,162,81,86,76,3,Veterans Stadium,2259948,93,93
2003,PIT,Pittsburgh Pirates,NL,C,162,81,75,87,4,PNC Park,1636751,102,102
2003,SDN,San Diego Padres,NL,W,162,81,64,98,5,Qualcomm Stadium,2030084,91,92
2003,SEA,Seattle Mariners,AL,W,162,81,93,69,2,Safeco Field,3268509,95,95
2003,SFN,San Francisco Giants,NL,W,161,81,100,61,1,PacBell Park,3264898,99,98
2003,SLN,St. Louis Cardinals,NL,C,162,81,85,77,3,Busch Stadium II,2910386,97,96
2003,TBA,Tampa Bay Devil Rays,AL,E,162,81,63,99,5,Tropicana Field,1058695,95,97
2003,TEX,Texas Rangers,AL,W,162,81,71,91,4,The Ballpark at Arlington,2094394,111,111
2003,TOR,Toronto Blue Jays,AL,E,162,81,86,76,3,Skydome,1799458,104,104
2004,ANA,Anaheim Angels,AL,W,162,81,92,70,1,Angels Stadium of Anaheim,3375677,97,97
2004,ARI,Arizona Diamondbacks,NL,W,162,81,51,111,5,Bank One Ballpark,2519560,105,107
2004,ATL,Atlanta Braves,NL,E,162,81,96,66,1,Turner Field,2327565,101,100
2004,BAL,Baltimore Orioles,AL,E,162,81,78,84,3,Oriole Park at Camden Yards,2744018,98,99
2004,BOS,Boston Red Sox,AL,E,162,81,98,64,2,Fenway Park II,2837294,106,105
2004,CHA,Chicago White Sox,AL,C,162,81,83,79,2,U.S. Cellular Field,1930537,102,102
2004,CHN,Chicago Cubs,NL,C,162,82,89,73,3,Wrigley Field,3170154,103,102
2004,CIN,Cincinnati Reds,NL,C,162,81,76,86,4,Great American Ball Park,2287250,98,99
2004,CLE,Cleveland Indians,AL,C,162,81,80,82,3,Jacobs Field,1814401,94,94
2004,COL,Colorado Rockies,NL,W,162,81,68,94,4,Coors Field,2338069,113,114
2004,DET,Detroit Tigers,AL,C,162,81,72,90,4,Comerica Park,1917004,95,96
2004,FLO,Florida Marlins,NL,E,162,80,83,79,3,Pro Player Stadium,1723105,95,95
2004,HOU,Houston Astros,NL,C,162,81,92,70,2,Minute Maid Park,3087872,102,101
2004,KCA,Kansas City Royals,AL,C,162,80,58,104,5,Kauffman Stadium,1661478,102,103
2004,LAN,Los Angeles Dodgers,NL,W,162,81,93,69,1,Dodger Stadium,3488283,95,95
2004,MIL,Milwaukee Brewers,NL,C,161,81,67,94,6,Miller Park,2062382,100,101
2004,MIN,Minnesota Twins,AL,C,162,81,92,70,1,Hubert H Humphrey Metrodome,1911490,103,102
2004,MON,Montreal Expos,NL,E,162,80,67,95,5,Stade Olympique/Hiram Bithorn Stadium,749550,105,105
2004,NYA,New York Yankees,AL,E,162,81,101,61,1,Yankee Stadium II,3775292,98,97
2004,NYN,New York Mets,NL,E,162,81,71,91,4,Shea Stadium,2318951,99,99
2004,OAK,Oakland Athletics,AL,W,162,81,91,71,2,Network Associates Coliseum,2201516,99,98
2004,PHI,Philadelphia Phillies,NL,E,162,81,86,76,2,Citizens Bank Park,3250092,105,104
2004,PIT,Pittsburgh Pirates,NL,C,161,80,72,89,5,PNC Park,1580031,99,100
2004,SDN,San Diego Padres,NL,W,162,81,87,75,3,Petco Park,3016752,90,90
2004,SEA,Seattle Mariners,AL,W,162,82,63,99,4,Safeco Field,2940731,97,98
2004,SFN,San Francisco Giants,NL,W,162,82,91,71,2,SBC Park,3256854,101,101
2004,SLN,St. Louis Cardinals,NL,C,162,81,105,57,1,Busch Stadium II,3048427,100,99
2004,TBA,Tampa Bay Devil Rays,AL,E,161,80,70,91,4,Tropicana Field,1274911,96,98
2004,TEX,Texas Rangers,AL,W,162,81,89,73,3,The Ballpark at Arlington,2513685,108,109
2004,TOR,Toronto Blue Jays,AL,E,161,81,67,94,5,Skydome,1900041,104,104
2005,ARI,Arizona Diamondbacks,NL,W,162,81,77,85,2,Bank One Ballpark,2059424,103,105
2005,ATL,Atlanta Braves,NL,E,162,81,90,72,1,Turner Field,2521167,101,100
2005,BAL,Baltimore Orioles,AL,E,162,81,74,88,4,Oriole Park at Camden Yards,2624740,99,99
2005,BOS,Boston Red Sox,AL,E,162,81,95,67,2,Fenway Park II,2847888,104,104
2005,CHA,Chicago White Sox,AL,C,162,81,99,63,1,U.S. Cellular Field,2342833,103,103
2005,CHN,Chicago Cubs,NL,C,162,81,79,83,4,Wrigley Field,3099992,104,104
2005,CIN,Cincinnati Reds,NL,C,163,82,73,89,5,Great American Ball Park,1943067,100,101
2005,CLE,Cleveland Indians,AL,C,162,81,93,69,2,Jacobs Field,2013763,96,96
2005,COL,Colorado Rockies,NL,W,162,81,67,95,5,Coors Field,1914389,112,113
